YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,date,flight_depart_delayed,flight_arrive_delayed
2015,10,1,4,DL,1771,N934DL,13244,10397,1039,1036.0,-3.0,21.0,1057.0,86.0,76.0,48.0,332,1245.0,7.0,1305,1252.0,-13.0,0,0,,,,,,,2015-10-01,0,0
2015,9,8,2,MQ,3238,N697MQ,ORD,GRB,2023,,,,,66.0,,,173,,,2129,,,0,1,B,,,,,,2015-09-08,0,0
2015,9,18,5,EV,5286,N868AS,AEX,ATL,615,608.0,-7.0,20.0,628.0,97.0,117.0,85.0,500,853.0,12.0,852,905.0,13.0,0,0,,,,,,,2015-09-18,0,0
2015,9,28,1,WN,425,N7716A,LAS,SLC,1725,1730.0,5.0,9.0,1739.0,75.0,65.0,53.0,368,1932.0,3.0,1940,1935.0,-5.0,0,0,,,,,,,2015-09-28,0,0
2015,8,31,1,B6,1436,N709JB,LGB,SFO,1642,1636.0,-6.0,15.0,1651.0,77.0,73.0,53.0,354,1744.0,5.0,1759,1749.0,-10.0,0,0,,,,,,,2015-08-31,0,0
2015,9,16,3,UA,1639,N57864,IAH,LAX,1857,1900.0,3.0,17.0,1917.0,210.0,208.0,180.0,1379,2017.0,11.0,2027,2028.0,1.0,0,0,,,,,,,2015-09-16,0,0
2015,9,28,1,AA,252,N7BHAA,LAX,MIA,1400,1354.0,-6.0,20.0,1414.0,291.0,307.0,278.0,2342,2152.0,9.0,2151,2201.0,10.0,0,0,,,,,,,2015-09-28,0,0
2015,9,17,4,OO,4694,N810SK,PHX,LAX,1617,1617.0,0.0,18.0,1635.0,93.0,83.0,57.0,370,1732.0,8.0,1750,1740.0,-10.0,0,0,,,,,,,2015-09-17,0,0
2015,9,23,3,WN,1080,N627SW,CRP,HOU,610,605.0,-5.0,8.0,613.0,50.0,54.0,35.0,187,648.0,11.0,700,659.0,-1.0,0,0,,,,,,,2015-09-23,0,0
2015,9,19,6,AA,2248,N3LRAA,SNA,ORD,855,852.0,-3.0,13.0,905.0,240.0,215.0,194.0,1726,1419.0,8.0,1455,1427.0,-28.0,0,0,,,,,,,2015-09-19,0,0
2015,8,31,1,DL,2268,N941DL,DCA,ATL,1800,1753.0,-7.0,16.0,1809.0,125.0,107.0,83.0,547,1932.0,8.0,2005,1940.0,-25.0,0,0,,,,,,,2015-08-31,0,0
2015,9,17,4,HA,383,N493HA,ITO,HNL,1052,1051.0,-1.0,8.0,1059.0,53.0,52.0,35.0,216,1134.0,9.0,1145,1143.0,-2.0,0,0,,,,,,,2015-09-17,0,0
2015,9,8,2,EV,4115,N13979,ORD,FAR,1917,2339.0,262.0,11.0,2350.0,112.0,104.0,89.0,557,119.0,4.0,2109,123.0,254.0,0,0,,0.0,0.0,0.0,254.0,0.0,2015-09-08,1,1
2015,9,8,2,AS,23,N481AS,ORD,SEA,800,756.0,-4.0,11.0,807.0,259.0,255.0,236.0,1721,1003.0,8.0,1019,1011.0,-8.0,0,0,,,,,,,2015-09-08,0,0
2015,9,4,5,DL,1993,N556NW,JAX,ATL,630,629.0,-1.0,11.0,640.0,71.0,63.0,42.0,270,722.0,10.0,741,732.0,-9.0,0,0,,,,,,,2015-09-04,0,0
2015,9,21,1,DL,2646,N991DL,ATL,MSY,950,953.0,3.0,22.0,1015.0,93.0,94.0,67.0,425,1022.0,5.0,1023,1027.0,4.0,0,0,,,,,,,2015-09-21,0,0
2015,9,20,7,OO,5223,N984CA,SLC,SFO,820,815.0,-5.0,11.0,826.0,136.0,118.0,102.0,599,908.0,5.0,936,913.0,-23.0,0,0,,,,,,,2015-09-20,0,0
2015,9,7,1,AA,2303,N482AA,ORD,DEN,1354,1350.0,-4.0,18.0,1408.0,162.0,167.0,128.0,888,1516.0,21.0,1536,1537.0,1.0,0,0,,,,,,,2015-09-07,0,0
2015,9,27,7,WN,2434,N360SW,MCI,LAS,600,558.0,-2.0,14.0,612.0,185.0,169.0,148.0,1139,640.0,7.0,705,647.0,-18.0,0,0,,,,,,,2015-09-27,0,0
2015,9,7,1,B6,213,N804JB,JFK,LGB,1359,1358.0,-1.0,29.0,1427.0,357.0,347.0,314.0,2465,1641.0,4.0,1656,1645.0,-11.0,0,0,,,,,,,2015-09-07,0,0
2015,9,13,7,OO,3460,N216AG,PDX,ONT,640,638.0,-2.0,10.0,648.0,136.0,124.0,111.0,838,839.0,3.0,856,842.0,-14.0,0,0,,,,,,,2015-09-13,0,0
2015,9,4,5,AA,233,N3EJAA,BWI,MIA,600,552.0,-8.0,13.0,605.0,160.0,146.0,127.0,946,812.0,6.0,840,818.0,-22.0,0,0,,,,,,,2015-09-04,0,0
2015,9,8,2,OO,6538,N984CA,TUL,DEN,1723,1727.0,4.0,17.0,1744.0,109.0,115.0,91.0,541,1815.0,7.0,1812,1822.0,10.0,0,0,,,,,,,2015-09-08,0,0
2015,9,20,7,UA,1779,N69838,SAN,IAH,1529,1522.0,-7.0,13.0,1535.0,185.0,174.0,154.0,1303,2009.0,7.0,2034,2016.0,-18.0,0,0,,,,,,,2015-09-20,0,0
2015,9,30,3,AA,1646,N3CBAA,TUL,DFW,1750,1746.0,-4.0,28.0,1814.0,78.0,83.0,45.0,237,1859.0,10.0,1908,1909.0,1.0,0,0,,,,,,,2015-09-30,0,0
2015,8,31,1,DL,1567,N951AT,DTW,MDT,2149,2159.0,10.0,11.0,2210.0,80.0,76.0,57.0,371,2307.0,8.0,2309,2315.0,6.0,0,0,,,,,,,2015-08-31,0,0
2015,9,16,3,UA,1790,N73445,EWR,TPA,1225,1242.0,17.0,31.0,1313.0,176.0,174.0,139.0,997,1532.0,4.0,1521,1536.0,15.0,0,0,,0.0,0.0,15.0,0.0,0.0,2015-09-16,1,0
2015,9,10,4,AA,2381,N867AA,LAX,MCO,805,805.0,0.0,21.0,826.0,280.0,311.0,281.0,2218,1607.0,9.0,1545,1616.0,31.0,0,0,,31.0,0.0,0.0,0.0,0.0,2015-09-10,0,1
2015,9,24,4,WN,1553,N480WN,DEN,BWI,1725,1748.0,23.0,23.0,1811.0,210.0,211.0,184.0,1491,2315.0,4.0,2255,2319.0,24.0,0,0,,1.0,0.0,0.0,23.0,0.0,2015-09-24,1,1
2015,9,28,1,WN,576,N7703A,SAN,SMF,800,808.0,8.0,20.0,828.0,90.0,91.0,67.0,480,935.0,4.0,930,939.0,9.0,0,0,,,,,,,2015-09-28,0,0
2015,9,21,1,WN,15,N492WN,CAK,ATL,1800,1756.0,-4.0,20.0,1816.0,100.0,118.0,81.0,528,1937.0,17.0,1940,1954.0,14.0,0,0,,,,,,,2015-09-21,0,0
2015,9,20,7,DL,1399,N378NW,RNO,SLC,1208,1200.0,-8.0,16.0,1216.0,82.0,79.0,59.0,422,1415.0,4.0,1430,1419.0,-11.0,0,0,,,,,,,2015-09-20,0,0
2015,9,27,7,UA,1065,N66848,CLE,EWR,1354,1500.0,66.0,25.0,1525.0,100.0,97.0,65.0,404,1630.0,7.0,1534,1637.0,63.0,0,0,,6.0,0.0,0.0,57.0,0.0,2015-09-27,1,1
2015,9,21,1,OO,4847,N454SW,SBN,MSP,640,636.0,-4.0,15.0,651.0,95.0,90.0,70.0,411,701.0,5.0,715,706.0,-9.0,0,0,,,,,,,2015-09-21,0,0
2015,9,7,1,OO,4477,N805SK,LAX,SAN,1830,1824.0,-6.0,21.0,1845.0,59.0,54.0,29.0,109,1914.0,4.0,1929,1918.0,-11.0,0,0,,,,,,,2015-09-07,0,0
2015,9,28,1,DL,1897,N918DL,BWI,ATL,600,556.0,-4.0,14.0,610.0,113.0,113.0,89.0,577,739.0,10.0,753,749.0,-4.0,0,0,,,,,,,2015-09-28,0,0
2015,10,8,4,DL,2074,N585NW,10397,13487,1755,1755.0,0.0,15.0,1810.0,167.0,167.0,146.0,907,1936.0,6.0,1942,1942.0,0.0,0,0,,,,,,,2015-10-08,0,0
2015,9,28,1,AS,615,N461AS,LAS,SEA,650,646.0,-4.0,12.0,658.0,150.0,140.0,122.0,867,900.0,6.0,920,906.0,-14.0,0,0,,,,,,,2015-09-28,0,0
2015,9,15,2,OO,4648,N463SW,SLC,GJT,1130,1122.0,-8.0,31.0,1153.0,67.0,76.0,41.0,216,1234.0,4.0,1237,1238.0,1.0,0,0,,,,,,,2015-09-15,0,0
2015,9,19,6,WN,1736,N749SW,DEN,MDW,1355,1405.0,10.0,12.0,1417.0,135.0,129.0,113.0,895,1710.0,4.0,1710,1714.0,4.0,0,0,,,,,,,2015-09-19,0,0
2015,10,6,2,B6,432,N627JB,14986,12953,1722,1713.0,-9.0,9.0,1722.0,163.0,174.0,143.0,1047,1945.0,22.0,2005,2007.0,2.0,0,0,,,,,,,2015-10-06,0,0
2015,9,17,4,OO,5562,N136SY,FSD,ORD,1818,2040.0,142.0,18.0,2058.0,102.0,134.0,79.0,462,2217.0,37.0,2000,2254.0,174.0,0,0,,108.0,0.0,0.0,66.0,0.0,2015-09-17,1,1
2015,9,25,5,OO,6268,N699BR,DEN,FAT,1513,1509.0,-4.0,16.0,1525.0,148.0,145.0,122.0,844,1627.0,7.0,1641,1634.0,-7.0,0,0,,,,,,,2015-09-25,0,0
2015,9,15,2,WN,420,N925WN,ATL,PHX,900,921.0,21.0,12.0,933.0,250.0,234.0,216.0,1587,1009.0,6.0,1010,1015.0,5.0,0,0,,,,,,,2015-09-15,1,0
2015,10,2,5,OO,3434,N170SY,14057,14869,1955,1946.0,-9.0,9.0,1955.0,115.0,94.0,83.0,630,2218.0,2.0,2250,2220.0,-30.0,0,0,,,,,,,2015-10-02,0,0
2015,9,10,4,DL,1355,N302DQ,ATL,EYW,940,936.0,-4.0,15.0,951.0,111.0,108.0,91.0,646,1122.0,2.0,1131,1124.0,-7.0,0,0,,,,,,,2015-09-10,0,0
2015,9,10,4,WN,2097,N926WN,STL,LGA,555,549.0,-6.0,8.0,557.0,155.0,128.0,111.0,888,848.0,9.0,930,857.0,-33.0,0,0,,,,,,,2015-09-10,0,0
2015,9,27,7,UA,1649,N66828,FLL,IAH,628,626.0,-2.0,15.0,641.0,162.0,156.0,135.0,966,756.0,6.0,810,802.0,-8.0,0,0,,,,,,,2015-09-27,0,0
2015,9,26,6,EV,4612,N11191,MHT,EWR,1536,1523.0,-13.0,7.0,1530.0,83.0,70.0,49.0,209,1619.0,14.0,1659,1633.0,-26.0,0,0,,,,,,,2015-09-26,0,0
2015,9,23,3,DL,1145,N917DL,LGA,DTW,1235,1232.0,-3.0,15.0,1247.0,127.0,108.0,84.0,502,1411.0,9.0,1442,1420.0,-22.0,0,0,,,,,,,2015-09-23,0,0
2015,10,9,5,WN,2515,N254WN,14107,13891,1815,1829.0,14.0,9.0,1838.0,65.0,59.0,46.0,325,1924.0,4.0,1920,1928.0,8.0,0,0,,,,,,,2015-10-09,0,0
2015,9,16,3,EV,4985,N936EV,GNV,ATL,600,555.0,-5.0,8.0,603.0,83.0,65.0,51.0,300,654.0,6.0,723,700.0,-23.0,0,0,,,,,,,2015-09-16,0,0
2015,10,1,4,EV,4547,N14991,13851,12266,1152,1144.0,-8.0,22.0,1206.0,88.0,91.0,58.0,395,1304.0,11.0,1320,1315.0,-5.0,0,0,,,,,,,2015-10-01,0,0
2015,9,26,6,NK,398,N602NK,IAH,ORD,1555,1557.0,2.0,14.0,1611.0,155.0,141.0,117.0,925,1808.0,10.0,1830,1818.0,-12.0,0,0,,,,,,,2015-09-26,0,0
2015,9,21,1,WN,2870,N653SW,LAS,MAF,1145,1139.0,-6.0,13.0,1152.0,125.0,120.0,104.0,795,1536.0,3.0,1550,1539.0,-11.0,0,0,,,,,,,2015-09-21,0,0
2015,9,21,1,EV,5666,N14162,MEM,ORD,1953,1943.0,-10.0,11.0,1954.0,112.0,99.0,81.0,491,2115.0,7.0,2145,2122.0,-23.0,0,0,,,,,,,2015-09-21,0,0
2015,9,14,1,UA,1153,N76503,ORD,SNA,1920,1923.0,3.0,17.0,1940.0,256.0,249.0,227.0,1726,2127.0,5.0,2136,2132.0,-4.0,0,0,,,,,,,2015-09-14,0,0
2015,9,24,4,OO,6289,N952SW,DEN,SBA,1106,1103.0,-3.0,16.0,1119.0,157.0,146.0,123.0,916,1222.0,7.0,1243,1229.0,-14.0,0,0,,,,,,,2015-09-24,0,0
2015,9,17,4,B6,1075,N571JB,PVD,MCO,1505,1455.0,-10.0,17.0,1512.0,174.0,189.0,160.0,1072,1752.0,12.0,1759,1804.0,5.0,0,0,,,,,,,2015-09-17,0,0
2015,9,13,7,AA,8,N361AA,HNL,DFW,1740,1843.0,63.0,24.0,1907.0,461.0,447.0,411.0,3784,658.0,12.0,621,710.0,49.0,0,0,,0.0,0.0,49.0,0.0,0.0,2015-09-13,1,1
2015,9,6,7,DL,1901,N696DL,BOS,ATL,1215,1218.0,3.0,20.0,1238.0,173.0,157.0,129.0,946,1447.0,8.0,1508,1455.0,-13.0,0,0,,,,,,,2015-09-06,0,0
2015,9,20,7,WN,3168,N402WN,MDW,DCA,1020,1020.0,0.0,8.0,1028.0,105.0,97.0,82.0,601,1250.0,7.0,1305,1257.0,-8.0,0,0,,,,,,,2015-09-20,0,0
2015,9,4,5,OO,3493,N224AG,SBA,PDX,1100,1123.0,23.0,9.0,1132.0,123.0,123.0,108.0,784,1320.0,6.0,1303,1326.0,23.0,0,0,,0.0,0.0,0.0,23.0,0.0,2015-09-04,1,1
2015,9,12,6,EV,4635,N12160,EWR,IND,1305,1259.0,-6.0,20.0,1319.0,131.0,126.0,101.0,645,1500.0,5.0,1516,1505.0,-11.0,0,0,,,,,,,2015-09-12,0,0
2015,10,1,4,DL,813,N676DL,10397,14100,2205,2203.0,-2.0,29.0,2232.0,125.0,128.0,92.0,666,4.0,7.0,10,11.0,1.0,0,0,,,,,,,2015-10-01,0,0
2015,9,11,5,DL,734,N351NW,RNO,SLC,1820,1812.0,-8.0,9.0,1821.0,83.0,75.0,60.0,422,2021.0,6.0,2043,2027.0,-16.0,0,0,,,,,,,2015-09-11,0,0
2015,9,9,3,NK,654,N603NK,PDX,ORD,2354,18.0,24.0,14.0,32.0,231.0,232.0,208.0,1739,600.0,10.0,545,610.0,25.0,0,0,,1.0,0.0,15.0,9.0,0.0,2015-09-09,1,1
2015,9,25,5,WN,1916,N442WN,SMF,DEN,910,934.0,24.0,10.0,944.0,135.0,131.0,113.0,909,1237.0,8.0,1225,1245.0,20.0,0,0,,0.0,0.0,12.0,8.0,0.0,2015-09-25,1,1
2015,9,14,1,WN,2513,N425LV,PIT,PHX,645,649.0,4.0,7.0,656.0,270.0,247.0,234.0,1814,750.0,6.0,815,756.0,-19.0,0,0,,,,,,,2015-09-14,0,0
2015,9,15,2,MQ,3183,N508MQ,DFW,XNA,2149,2148.0,-1.0,29.0,2217.0,67.0,76.0,44.0,280,2301.0,3.0,2256,2304.0,8.0,0,0,,,,,,,2015-09-15,0,0
2015,10,8,4,OO,5543,N797SK,10713,14771,1036,1633.0,357.0,15.0,1648.0,115.0,106.0,84.0,522,1712.0,7.0,1131,1719.0,348.0,0,0,,0.0,0.0,309.0,39.0,0.0,2015-10-08,1,1
2015,10,7,3,EV,5039,N712EV,11066,12953,1847,1840.0,-7.0,9.0,1849.0,109.0,98.0,83.0,479,2012.0,6.0,2036,2018.0,-18.0,0,0,,,,,,,2015-10-07,0,0
2015,9,13,7,WN,450,N720WN,ABQ,DEN,1130,1125.0,-5.0,9.0,1134.0,75.0,69.0,53.0,349,1227.0,7.0,1245,1234.0,-11.0,0,0,,,,,,,2015-09-13,0,0
2015,10,9,5,AA,2120,N709UW,11278,10721,1630,1628.0,-2.0,19.0,1647.0,87.0,108.0,84.0,399,1811.0,5.0,1757,1816.0,19.0,0,0,,19.0,0.0,0.0,0.0,0.0,2015-10-09,0,1
2015,8,31,1,NK,369,N532NK,BWI,ORD,2045,2041.0,-4.0,15.0,2056.0,130.0,116.0,91.0,622,2127.0,10.0,2155,2137.0,-18.0,0,0,,,,,,,2015-08-31,0,0
2015,10,3,6,DL,1445,N937AT,11697,12478,1425,1421.0,-4.0,16.0,1437.0,170.0,174.0,136.0,1069,1653.0,22.0,1715,1715.0,0.0,0,0,,,,,,,2015-10-03,0,0
2015,9,2,3,OO,5622,N144SY,ORD,BDL,1400,1420.0,20.0,22.0,1442.0,131.0,132.0,107.0,783,1729.0,3.0,1711,1732.0,21.0,0,0,,1.0,0.0,7.0,13.0,0.0,2015-09-02,1,1
2015,9,10,4,UA,1686,N68834,DEN,SFO,1129,1134.0,5.0,25.0,1159.0,170.0,160.0,129.0,967,1308.0,6.0,1319,1314.0,-5.0,0,0,,,,,,,2015-09-10,0,0
2015,9,20,7,EV,4932,N861AS,DTW,AVP,1522,1519.0,-3.0,18.0,1537.0,77.0,87.0,65.0,399,1642.0,4.0,1639,1646.0,7.0,0,0,,,,,,,2015-09-20,0,0
2015,9,25,5,WN,2826,N562WN,SAN,ABQ,1925,1936.0,11.0,10.0,1946.0,100.0,97.0,81.0,628,2207.0,6.0,2205,2213.0,8.0,0,0,,,,,,,2015-09-25,0,0
2015,9,16,3,DL,2478,N966AT,JAN,ATL,1559,1558.0,-1.0,18.0,1616.0,90.0,79.0,50.0,341,1806.0,11.0,1829,1817.0,-12.0,0,0,,,,,,,2015-09-16,0,0
2015,9,16,3,DL,433,N369NW,JFK,ATL,830,823.0,-7.0,21.0,844.0,155.0,135.0,107.0,760,1031.0,7.0,1105,1038.0,-27.0,0,0,,,,,,,2015-09-16,0,0
2015,9,18,5,WN,575,N461WN,DAL,ATL,1810,1810.0,0.0,10.0,1820.0,135.0,115.0,95.0,721,2055.0,10.0,2125,2105.0,-20.0,0,0,,,,,,,2015-09-18,0,0
2015,10,8,4,AA,1898,N181UW,11057,12478,2214,2222.0,8.0,13.0,2235.0,105.0,100.0,76.0,541,2351.0,11.0,2359,2.0,3.0,0,0,,,,,,,2015-10-08,0,0
2015,9,26,6,AA,137,N3GCAA,DCA,DFW,850,843.0,-7.0,39.0,922.0,218.0,210.0,161.0,1192,1103.0,10.0,1128,1113.0,-15.0,0,0,,,,,,,2015-09-26,0,0
2015,9,26,6,AS,17,N409AS,EWR,SEA,700,653.0,-7.0,16.0,709.0,355.0,338.0,313.0,2402,922.0,9.0,955,931.0,-24.0,0,0,,,,,,,2015-09-26,0,0
2015,9,20,7,B6,287,N659JB,BOS,LAX,730,726.0,-4.0,16.0,742.0,374.0,365.0,340.0,2611,1022.0,9.0,1044,1031.0,-13.0,0,0,,,,,,,2015-09-20,0,0
2015,10,5,1,AA,1891,N721UW,11057,12451,1755,1754.0,-1.0,11.0,1805.0,76.0,69.0,52.0,328,1857.0,6.0,1911,1903.0,-8.0,0,0,,,,,,,2015-10-05,0,0
2015,9,27,7,UA,1985,N37437,IAD,DEN,2211,2214.0,3.0,14.0,2228.0,228.0,205.0,184.0,1452,2332.0,7.0,2359,2339.0,-20.0,0,0,,,,,,,2015-09-27,0,0
2015,9,10,4,HA,178,N493HA,HNL,KOA,1450,1446.0,-4.0,11.0,1457.0,49.0,44.0,28.0,163,1525.0,5.0,1539,1530.0,-9.0,0,0,,,,,,,2015-09-10,0,0
2015,9,6,7,UA,1668,N57863,EWR,SFO,801,801.0,0.0,15.0,816.0,364.0,354.0,328.0,2565,1044.0,11.0,1105,1055.0,-10.0,0,0,,,,,,,2015-09-06,0,0
2015,9,14,1,AA,2328,N5DGAA,DFW,BOS,1705,1701.0,-4.0,15.0,1716.0,223.0,210.0,190.0,1562,2126.0,5.0,2148,2131.0,-17.0,0,0,,,,,,,2015-09-14,0,0
2015,9,7,1,AA,157,N4XEAA,OKC,DFW,800,751.0,-9.0,13.0,804.0,68.0,52.0,31.0,175,835.0,8.0,908,843.0,-25.0,0,0,,,,,,,2015-09-07,0,0
2015,10,1,4,WN,986,N254WN,13796,10140,1630,1652.0,22.0,9.0,1701.0,135.0,123.0,109.0,889,1950.0,5.0,1945,1955.0,10.0,0,0,,,,,,,2015-10-01,1,0
2015,9,17,4,MQ,3170,N820MQ,FAR,ORD,1537,1805.0,148.0,12.0,1817.0,112.0,171.0,111.0,557,2008.0,48.0,1729,2056.0,207.0,0,0,,146.0,0.0,0.0,61.0,0.0,2015-09-17,1,1
2015,9,7,1,B6,1404,N954JB,SJU,JFK,1003,959.0,-4.0,12.0,1011.0,236.0,233.0,215.0,1598,1346.0,6.0,1359,1352.0,-7.0,0,0,,,,,,,2015-09-07,0,0
2015,9,29,2,EV,4924,N857AS,ATL,SGF,1647,1649.0,2.0,17.0,1706.0,108.0,105.0,84.0,563,1730.0,4.0,1735,1734.0,-1.0,0,0,,,,,,,2015-09-29,0,0
2015,9,27,7,OO,5316,N494CA,MRY,LAX,630,614.0,-16.0,22.0,636.0,78.0,82.0,48.0,266,724.0,12.0,748,736.0,-12.0,0,0,,,,,,,2015-09-27,0,0
2015,10,9,5,WN,2857,N8649A,14679,13796,1950,2020.0,30.0,11.0,2031.0,85.0,80.0,64.0,446,2135.0,5.0,2115,2140.0,25.0,0,0,,0.0,0.0,0.0,25.0,0.0,2015-10-09,1,1
2015,10,7,3,WN,1335,N282WN,10821,12391,1555,1608.0,13.0,12.0,1620.0,65.0,57.0,41.0,220,1701.0,4.0,1700,1705.0,5.0,0,0,,,,,,,2015-10-07,0,0
2015,9,10,4,DL,55,N318NB,ATL,IAH,920,920.0,0.0,16.0,936.0,131.0,125.0,105.0,689,1021.0,4.0,1031,1025.0,-6.0,0,0,,,,,,,2015-09-10,0,0
2015,9,29,2,WN,1209,N655WN,LIT,DAL,1345,1344.0,-1.0,8.0,1352.0,65.0,76.0,46.0,296,1438.0,22.0,1450,1500.0,10.0,0,0,,,,,,,2015-09-29,0,0
2015,9,20,7,AA,403,N924US,PHX,SFO,740,735.0,-5.0,18.0,753.0,129.0,113.0,92.0,651,925.0,3.0,949,928.0,-21.0,0,0,,,,,,,2015-09-20,0,0
2015,10,10,6,UA,1547,N78285,11697,12266,1451,1446.0,-5.0,13.0,1459.0,169.0,157.0,138.0,966,1617.0,6.0,1640,1623.0,-17.0,0,0,,,,,,,2015-10-10,0,0
2015,9,17,4,WN,2806,N8602F,MDW,MHT,2150,2352.0,122.0,10.0,2.0,125.0,125.0,111.0,838,253.0,4.0,55,257.0,122.0,0,0,,0.0,0.0,121.0,1.0,0.0,2015-09-17,1,1
2015,10,2,5,OO,5559,N135SY,10397,13930,717,713.0,-4.0,15.0,728.0,125.0,110.0,88.0,606,756.0,7.0,822,803.0,-19.0,0,0,,,,,,,2015-10-02,0,0
2015,9,7,1,OO,5428,N920SW,HYS,DEN,1016,1006.0,-10.0,15.0,1021.0,74.0,83.0,52.0,298,1013.0,16.0,1030,1029.0,-1.0,0,0,,,,,,,2015-09-07,0,0
2015,9,6,7,EV,2706,N678AE,DFW,SHV,1155,1210.0,15.0,17.0,1227.0,63.0,55.0,33.0,190,1300.0,5.0,1258,1305.0,7.0,0,0,,,,,,,2015-09-06,0,0
2015,9,18,5,OO,5480,N874AS,RAP,DEN,1057,1109.0,12.0,11.0,1120.0,73.0,67.0,49.0,300,1209.0,7.0,1210,1216.0,6.0,0,0,,,,,,,2015-09-18,0,0
2015,9,16,3,DL,2115,N904DA,MSP,ABQ,1137,1130.0,-7.0,21.0,1151.0,158.0,168.0,139.0,981,1310.0,8.0,1315,1318.0,3.0,0,0,,,,,,,2015-09-16,0,0
2015,9,16,3,OO,4981,N728SK,ONT,IAH,1133,1126.0,-7.0,13.0,1139.0,192.0,191.0,169.0,1334,1628.0,9.0,1645,1637.0,-8.0,0,0,,,,,,,2015-09-16,0,0
2015,9,9,3,AA,1950,N708UW,CLT,DCA,1300,1258.0,-2.0,14.0,1312.0,79.0,74.0,55.0,331,1407.0,5.0,1419,1412.0,-7.0,0,0,,,,,,,2015-09-09,0,0
2015,10,1,4,EV,5474,N871AS,11150,10397,1728,1727.0,-1.0,12.0,1739.0,46.0,59.0,32.0,83,1811.0,15.0,1814,1826.0,12.0,0,0,,,,,,,2015-10-01,0,0
2015,10,2,5,AA,1912,N524UW,14492,11057,700,653.0,-7.0,19.0,712.0,64.0,62.0,35.0,130,747.0,8.0,804,755.0,-9.0,0,0,,,,,,,2015-10-02,0,0
2015,9,13,7,DL,1238,N980AT,MDT,ATL,1758,1757.0,-1.0,9.0,1806.0,122.0,110.0,90.0,620,1936.0,11.0,2000,1947.0,-13.0,0,0,,,,,,,2015-09-13,0,0
2015,9,4,5,VX,84,N637VA,SFO,IAD,920,924.0,4.0,18.0,942.0,305.0,313.0,288.0,2419,1730.0,7.0,1725,1737.0,12.0,0,0,,,,,,,2015-09-04,0,0
2015,10,5,1,UA,816,N494UA,14771,11298,1855,2016.0,81.0,12.0,2028.0,212.0,198.0,180.0,1464,128.0,6.0,27,134.0,67.0,0,0,,0.0,0.0,67.0,0.0,0.0,2015-10-05,1,1
2015,8,31,1,WN,9,N523SW,HOU,HRL,1040,1225.0,105.0,20.0,1245.0,60.0,,,277,1610.0,3.0,1140,1613.0,,1,0,,,,,,,2015-08-31,1,0
2015,9,2,3,B6,1034,N529JB,SJU,MCO,1642,1657.0,15.0,13.0,1710.0,177.0,199.0,181.0,1189,2011.0,5.0,1939,2016.0,37.0,0,0,,22.0,0.0,1.0,14.0,0.0,2015-09-02,0,1
2015,9,30,3,DL,1990,N914DL,SAV,ATL,1135,1142.0,7.0,10.0,1152.0,70.0,57.0,36.0,214,1228.0,11.0,1245,1239.0,-6.0,0,0,,,,,,,2015-09-30,0,0
2015,9,11,5,WN,2727,N607SW,PIT,MCO,1745,1736.0,-9.0,7.0,1743.0,140.0,129.0,111.0,834,1934.0,11.0,2005,1945.0,-20.0,0,0,,,,,,,2015-09-11,0,0
2015,9,1,2,WN,2850,N638SW,BNA,PHL,1130,1132.0,2.0,11.0,1143.0,115.0,109.0,94.0,675,1417.0,4.0,1425,1421.0,-4.0,0,0,,,,,,,2015-09-01,0,0
2015,10,4,7,WN,1902,N654SW,12889,14771,1525,1559.0,34.0,16.0,1615.0,90.0,84.0,62.0,414,1717.0,6.0,1655,1723.0,28.0,0,0,,0.0,0.0,0.0,28.0,0.0,2015-10-04,1,1
2015,9,9,3,DL,1826,N591NW,FLL,ATL,1550,1542.0,-8.0,11.0,1553.0,120.0,98.0,81.0,581,1714.0,6.0,1750,1720.0,-30.0,0,0,,,,,,,2015-09-09,0,0
2015,9,11,5,B6,660,N309JB,PHL,BOS,1859,1903.0,4.0,17.0,1920.0,77.0,69.0,47.0,280,2007.0,5.0,2016,2012.0,-4.0,0,0,,,,,,,2015-09-11,0,0
2015,9,20,7,DL,1784,N900PC,ABQ,ATL,1309,1318.0,9.0,11.0,1329.0,186.0,165.0,143.0,1269,1752.0,11.0,1815,1803.0,-12.0,0,0,,,,,,,2015-09-20,0,0
2015,9,28,1,AA,1084,N3HPAA,MIA,LGA,607,607.0,0.0,16.0,623.0,173.0,168.0,142.0,1096,845.0,10.0,900,855.0,-5.0,0,0,,,,,,,2015-09-28,0,0
2015,10,7,3,AA,1500,N3MAAA,10721,13930,500,454.0,-6.0,11.0,505.0,167.0,150.0,127.0,867,612.0,12.0,647,624.0,-23.0,0,0,,,,,,,2015-10-07,0,0
