YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,date,flight_depart_delayed,flight_arrive_delayed,Delay_Total,flight_total_delay,AIR_SYSTEM_DELAY_pct,SECURITY_DELAY_pct,AIRLINE_DELAY_pct,LATE_AIRCRAFT_DELAY_pct,WEATHER_DELAY_pct
2015,12,20,7,AA,5,N503AA,OKC,DFW,829,828.0,-1.0,12.0,840.0,66.0,62.0,42.0,175,922.0,8.0,935,930.0,-5.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-20,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,4,5,WN,3169,N8662F,FLL,MCI,1105,1123.0,18.0,21.0,1144.0,205.0,190.0,165.0,1242,1329.0,4.0,1330,1333.0,3.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-04,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,30,1,DL,1690,N926DL,ATL,BDL,1404,1403.0,-1.0,12.0,1415.0,139.0,122.0,104.0,859,1559.0,6.0,1623,1605.0,-18.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-30,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,20,5,DL,1986,N959DN,ATL,LGA,1745,1813.0,28.0,13.0,1826.0,145.0,115.0,94.0,762,2000.0,8.0,2010,2008.0,-2.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-20,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,26,6,B6,654,N615JB,PBI,JFK,1016,1011.0,-5.0,11.0,1022.0,152.0,141.0,123.0,1028,1225.0,7.0,1248,1232.0,-16.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-26,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,23,1,B6,1034,N579JB,SJU,MCO,1840,1835.0,-5.0,12.0,1847.0,186.0,188.0,173.0,1189,2040.0,3.0,2046,2043.0,-3.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-23,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,6,7,AS,97,N491AS,SEA,ANC,1345,1344.0,-1.0,14.0,1358.0,224.0,208.0,189.0,1448,1607.0,5.0,1629,1612.0,-17.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-06,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,3,4,WN,3663,N455WN,DEN,SEA,2220,2218.0,-2.0,9.0,2227.0,180.0,158.0,144.0,1024,2351.0,5.0,20,2356.0,-24.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-03,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,1,2,UA,1509,N69840,LAX,IAH,1120,1144.0,24.0,11.0,1155.0,200.0,176.0,156.0,1379,1631.0,9.0,1640,1640.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-01,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,28,6,UA,624,N36447,SFO,ORD,1044,1042.0,-2.0,27.0,1109.0,252.0,255.0,214.0,1846,1643.0,14.0,1656,1657.0,1.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-28,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,26,6,UA,775,N18223,BOS,ORD,906,904.0,-2.0,13.0,917.0,181.0,188.0,162.0,867,1059.0,13.0,1107,1112.0,5.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-26,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,29,2,AA,1342,N3JUAA,SNA,DFW,730,733.0,3.0,7.0,740.0,178.0,151.0,136.0,1205,1156.0,8.0,1228,1204.0,-24.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-29,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,8,2,DL,1161,N918DH,DAY,ATL,1419,1415.0,-4.0,11.0,1426.0,100.0,80.0,65.0,432,1531.0,4.0,1559,1535.0,-24.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-08,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,7,1,F9,1316,N920FR,ORD,RSW,1410,1401.0,-9.0,19.0,1420.0,180.0,167.0,143.0,1120,1743.0,5.0,1810,1748.0,-22.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-07,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,27,5,WN,6306,N7815L,SJC,SNA,1810,1841.0,31.0,8.0,1849.0,70.0,70.0,58.0,342,1947.0,4.0,1920,1951.0,31.0,0,0,,0.0,0.0,20.0,11.0,0.0,2015-11-27,1,1,31.0,1,0.0,0.0,64.52,35.48,0.0
2015,12,1,2,EV,2818,N626AE,DFW,CID,1510,1509.0,-1.0,13.0,1522.0,118.0,109.0,89.0,685,1651.0,7.0,1708,1658.0,-10.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-01,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,13,7,UA,570,N423UA,MSY,IAH,515,511.0,-4.0,11.0,522.0,77.0,84.0,59.0,305,621.0,14.0,632,635.0,3.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-13,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,23,1,EV,4110,N14558,IAH,TUL,1535,1533.0,-2.0,14.0,1547.0,91.0,86.0,64.0,429,1651.0,8.0,1706,1659.0,-7.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-23,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,23,3,AA,1604,N021AA,IAH,DFW,950,951.0,1.0,14.0,1005.0,78.0,73.0,43.0,224,1048.0,16.0,1108,1104.0,-4.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-23,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,30,3,WN,320,N281WN,BWI,GSP,1735,1810.0,35.0,12.0,1822.0,90.0,90.0,72.0,426,1934.0,6.0,1905,1940.0,35.0,0,0,,0.0,0.0,1.0,34.0,0.0,2015-12-30,1,1,35.0,1,0.0,0.0,2.86,97.14,0.0
2015,12,30,3,UA,577,N546UA,SFO,EWR,700,808.0,68.0,17.0,825.0,321.0,298.0,271.0,2565,1556.0,10.0,1521,1606.0,45.0,0,0,,0.0,0.0,45.0,0.0,0.0,2015-12-30,1,1,45.0,1,0.0,0.0,100.0,0.0,0.0
2015,12,31,4,DL,941,N660DL,MCI,ATL,540,547.0,7.0,14.0,601.0,126.0,116.0,94.0,692,835.0,8.0,846,843.0,-3.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-31,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,9,3,DL,1330,N314NB,DTW,CLT,1355,1357.0,2.0,13.0,1410.0,109.0,101.0,80.0,500,1530.0,8.0,1544,1538.0,-6.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-09,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,22,2,UA,494,N69804,DFW,DEN,2035,2032.0,-3.0,29.0,2101.0,130.0,125.0,90.0,641,2131.0,6.0,2145,2137.0,-8.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-22,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,22,7,AA,695,N161UW,CLT,PHX,1425,1429.0,4.0,15.0,1444.0,277.0,266.0,248.0,1773,1652.0,3.0,1702,1655.0,-7.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-22,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,14,1,AA,1852,N747UW,CLT,BWI,750,744.0,-6.0,34.0,818.0,91.0,102.0,59.0,361,917.0,9.0,921,926.0,5.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-14,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,9,3,AA,170,N3FRAA,LAX,LAS,1230,1225.0,-5.0,11.0,1236.0,74.0,61.0,41.0,236,1317.0,9.0,1344,1326.0,-18.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-09,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,27,7,WN,354,N431WN,BWI,CLE,840,836.0,-4.0,12.0,848.0,80.0,76.0,60.0,314,948.0,4.0,1000,952.0,-8.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-27,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,28,6,DL,1457,N603AT,SLC,SEA,1100,1056.0,-4.0,13.0,1109.0,130.0,110.0,88.0,689,1137.0,9.0,1210,1146.0,-24.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-28,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,26,4,WN,4197,N460WN,SAN,PHX,1405,1407.0,2.0,8.0,1415.0,70.0,60.0,46.0,304,1601.0,6.0,1615,1607.0,-8.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-26,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,26,4,WN,6524,N402WN,BWI,LIT,2005,2003.0,-2.0,11.0,2014.0,165.0,144.0,127.0,912,2121.0,6.0,2150,2127.0,-23.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-26,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,16,3,WN,1458,N633SW,MCO,HOU,800,801.0,1.0,17.0,818.0,155.0,169.0,148.0,849,946.0,4.0,935,950.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0,2015-12-16,0,0,15.0,0,100.0,0.0,0.0,0.0,0.0
2015,12,19,6,AA,1399,N3HXAA,LGA,MIA,540,540.0,0.0,33.0,613.0,201.0,196.0,157.0,1096,850.0,6.0,901,856.0,-5.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-19,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,16,3,F9,900,N939FR,ATL,TTN,1439,1546.0,67.0,20.0,1606.0,125.0,149.0,104.0,701,1750.0,25.0,1644,1815.0,91.0,0,0,,24.0,0.0,67.0,0.0,0.0,2015-12-16,1,1,91.0,1,26.37,0.0,73.63,0.0,0.0
2015,12,11,5,DL,1699,N376DA,SEA,ANC,1500,1455.0,-5.0,10.0,1505.0,220.0,197.0,184.0,1448,1709.0,3.0,1740,1712.0,-28.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-11,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,6,7,WN,1466,N8659D,MCO,DAL,1810,1809.0,-1.0,11.0,1820.0,170.0,153.0,138.0,973,1938.0,4.0,2000,1942.0,-18.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-06,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,10,4,OO,6352,N114SY,ORD,BOI,1235,1244.0,9.0,17.0,1301.0,242.0,256.0,235.0,1437,1556.0,4.0,1537,1600.0,23.0,0,0,,14.0,0.0,9.0,0.0,0.0,2015-12-10,0,1,23.0,1,60.87,0.0,39.13,0.0,0.0
2015,11,29,7,DL,2387,N995DL,ATL,DAB,925,922.0,-3.0,9.0,931.0,75.0,64.0,53.0,366,1024.0,2.0,1040,1026.0,-14.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-29,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,14,1,AA,64,N381AA,MIA,JFK,1240,1237.0,-3.0,18.0,1255.0,172.0,,,1089,1824.0,11.0,1532,1835.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,2015-12-14,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,29,7,AA,1302,N3HCAA,FLL,DFW,1205,1156.0,-9.0,34.0,1230.0,204.0,206.0,162.0,1119,1412.0,10.0,1429,1422.0,-7.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-29,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,5,6,DL,1502,N940AT,GRR,ATL,1445,1442.0,-3.0,13.0,1455.0,121.0,106.0,88.0,640,1623.0,5.0,1646,1628.0,-18.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-05,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,11,5,WN,1024,N957WN,HOU,BOS,725,725.0,0.0,6.0,731.0,210.0,211.0,197.0,1609,1148.0,8.0,1155,1156.0,1.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-11,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,28,6,DL,897,N144DA,ATL,MCO,1455,1505.0,10.0,13.0,1518.0,89.0,85.0,64.0,404,1622.0,8.0,1624,1630.0,6.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-28,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,28,1,AA,2360,N3HYAA,DFW,TPA,1510,1511.0,1.0,10.0,1521.0,140.0,133.0,120.0,929,1821.0,3.0,1830,1824.0,-6.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-28,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,15,2,WN,1604,N453WN,MCO,ATL,950,950.0,0.0,22.0,1012.0,90.0,87.0,60.0,404,1112.0,5.0,1120,1117.0,-3.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-15,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,1,2,AS,313,N767AS,SFO,SEA,645,644.0,-1.0,18.0,702.0,130.0,130.0,105.0,679,847.0,7.0,855,854.0,-1.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-01,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,11,5,WN,2191,N259WN,MDW,DCA,2115,2112.0,-3.0,7.0,2119.0,100.0,84.0,72.0,601,2331.0,5.0,2355,2336.0,-19.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-11,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,15,2,DL,2763,N944AT,SFO,LAX,1200,1158.0,-2.0,8.0,1206.0,80.0,77.0,51.0,337,1257.0,18.0,1320,1315.0,-5.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-15,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,23,3,OO,5187,N957SW,DEN,CID,955,951.0,-4.0,21.0,1012.0,121.0,113.0,88.0,692,1240.0,4.0,1256,1244.0,-12.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-23,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,7,1,B6,2170,N594JB,FLL,BOS,2059,2133.0,34.0,20.0,2153.0,180.0,167.0,143.0,1237,16.0,4.0,2359,20.0,21.0,0,0,,0.0,0.0,21.0,0.0,0.0,2015-12-07,1,1,21.0,1,0.0,0.0,100.0,0.0,0.0
2015,12,13,7,HA,217,N493HA,KOA,HNL,654,646.0,-8.0,8.0,654.0,42.0,43.0,28.0,163,722.0,7.0,736,729.0,-7.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-13,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,23,1,OO,4467,N822SK,BNA,SLC,730,740.0,10.0,10.0,750.0,237.0,220.0,202.0,1404,1012.0,8.0,1027,1020.0,-7.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-23,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,26,6,DL,42,N154DL,SJU,JFK,1505,1508.0,3.0,95.0,1643.0,257.0,308.0,205.0,1598,1908.0,8.0,1822,1916.0,54.0,0,0,,54.0,0.0,0.0,0.0,0.0,2015-12-26,0,1,54.0,1,100.0,0.0,0.0,0.0,0.0
2015,12,4,5,WN,3028,N454WN,PDX,LAX,525,520.0,-5.0,9.0,529.0,145.0,128.0,112.0,834,721.0,7.0,750,728.0,-22.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-04,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,13,7,OO,5620,N764SK,DEN,CVG,1005,1002.0,-3.0,30.0,1032.0,156.0,177.0,137.0,1069,1449.0,10.0,1441,1459.0,18.0,0,0,,18.0,0.0,0.0,0.0,0.0,2015-12-13,0,1,18.0,1,100.0,0.0,0.0,0.0,0.0
2015,12,23,3,EV,2815,N884AS,DFW,BTR,1100,1057.0,-3.0,36.0,1133.0,80.0,92.0,52.0,383,1225.0,4.0,1220,1229.0,9.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-23,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,15,2,B6,1916,N304JB,BUF,BOS,1930,1926.0,-4.0,8.0,1934.0,76.0,68.0,56.0,395,2030.0,4.0,2046,2034.0,-12.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-15,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,27,7,B6,535,N198JB,SWF,FLL,615,609.0,-6.0,12.0,621.0,201.0,181.0,164.0,1118,905.0,5.0,936,910.0,-26.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-27,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,26,4,AA,2263,N485AA,DFW,CMH,710,708.0,-2.0,17.0,725.0,145.0,136.0,114.0,926,1019.0,5.0,1035,1024.0,-11.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-26,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,15,2,DL,138,N809DN,MCO,DTW,1600,1556.0,-4.0,11.0,1607.0,156.0,145.0,124.0,957,1811.0,10.0,1836,1821.0,-15.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-15,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,22,7,UA,644,N460UA,IAD,SFO,1649,1645.0,-4.0,10.0,1655.0,366.0,329.0,317.0,2419,1912.0,2.0,1955,1914.0,-41.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-22,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,20,5,WN,2099,N773SA,SFO,PHX,1235,1242.0,7.0,11.0,1253.0,115.0,111.0,90.0,651,1523.0,10.0,1530,1533.0,3.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-20,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,29,7,B6,1118,N274JB,CLT,JFK,1950,2002.0,12.0,17.0,2019.0,107.0,106.0,79.0,541,2138.0,10.0,2137,2148.0,11.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-29,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,16,3,NK,734,N636NK,DFW,DTW,2046,2056.0,10.0,11.0,2107.0,151.0,127.0,106.0,986,2353.0,10.0,17,3.0,-14.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-16,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,7,1,WN,1964,N474WN,MKE,LAS,530,529.0,-1.0,10.0,539.0,245.0,221.0,206.0,1524,705.0,5.0,735,710.0,-25.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-07,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,28,1,HA,325,N483HA,OGG,HNL,1728,1734.0,6.0,6.0,1740.0,37.0,34.0,21.0,100,1801.0,7.0,1805,1808.0,3.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-28,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,9,3,AS,300,N464AS,SEA,SFO,2150,2148.0,-2.0,17.0,2205.0,126.0,132.0,108.0,679,2353.0,7.0,2356,2400.0,4.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-09,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,1,2,VX,23,N844VA,JFK,SFO,1030,1030.0,0.0,21.0,1051.0,395.0,355.0,331.0,2586,1322.0,3.0,1405,1325.0,-40.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-01,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,28,6,OO,5222,N778SK,PIT,IAH,600,600.0,0.0,13.0,613.0,199.0,188.0,160.0,1117,753.0,15.0,819,808.0,-11.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-28,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,31,4,UA,304,N17719,ORD,CLT,1348,1345.0,-3.0,14.0,1359.0,114.0,105.0,86.0,599,1625.0,5.0,1642,1630.0,-12.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-31,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,22,2,AA,2032,N819AW,CLT,JAX,1559,1605.0,6.0,19.0,1624.0,76.0,82.0,58.0,328,1722.0,5.0,1715,1727.0,12.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-22,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,13,7,B6,1271,N590JB,LGA,FLL,1940,2000.0,20.0,18.0,2018.0,188.0,165.0,143.0,1076,2241.0,4.0,2248,2245.0,-3.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-13,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,30,3,DL,994,N943DL,LGA,RSW,1755,2227.0,272.0,20.0,2247.0,216.0,188.0,163.0,1080,130.0,5.0,2131,135.0,244.0,0,0,,0.0,0.0,244.0,0.0,0.0,2015-12-30,1,1,244.0,1,0.0,0.0,100.0,0.0,0.0
2015,12,16,3,AA,412,N665AW,PHX,DTW,1615,1618.0,3.0,22.0,1640.0,224.0,218.0,184.0,1671,2144.0,12.0,2159,2156.0,-3.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-16,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,15,2,AA,2223,N3ADAA,ORD,LAX,1400,1352.0,-8.0,13.0,1405.0,280.0,254.0,231.0,1744,1556.0,10.0,1640,1606.0,-34.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-15,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,17,4,HA,397,N480HA,KOA,HNL,2121,2109.0,-12.0,8.0,2117.0,43.0,47.0,27.0,163,2144.0,12.0,2204,2156.0,-8.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-17,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,15,2,F9,1012,N935FR,IAH,PHL,1255,1443.0,108.0,13.0,1456.0,195.0,184.0,162.0,1325,1838.0,9.0,1710,1847.0,97.0,0,0,,51.0,0.0,0.0,46.0,0.0,2015-12-15,1,1,97.0,1,52.58,0.0,0.0,47.42,0.0
2015,11,21,6,AS,668,N619AS,SEA,DEN,1130,1127.0,-3.0,17.0,1144.0,150.0,150.0,130.0,1024,1454.0,3.0,1500,1457.0,-3.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-21,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,1,2,EV,4487,N14198,EWR,ROC,1307,1353.0,46.0,17.0,1410.0,76.0,63.0,40.0,246,1450.0,6.0,1423,1456.0,33.0,0,0,,0.0,0.0,0.0,33.0,0.0,2015-12-01,1,1,33.0,1,0.0,0.0,0.0,100.0,0.0
2015,12,18,5,HA,217,N483HA,KOA,HNL,654,645.0,-9.0,6.0,651.0,42.0,48.0,36.0,163,727.0,6.0,736,733.0,-3.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-18,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,19,6,B6,822,N355JB,PBI,BOS,1715,1801.0,46.0,12.0,1813.0,180.0,174.0,157.0,1197,2050.0,5.0,2015,2055.0,40.0,0,0,,0.0,0.0,40.0,0.0,0.0,2015-12-19,1,1,40.0,1,0.0,0.0,100.0,0.0,0.0
2015,12,26,6,NK,330,N603NK,DFW,CLE,755,751.0,-4.0,26.0,817.0,150.0,154.0,121.0,1021,1118.0,7.0,1125,1125.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-26,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,14,1,NK,705,N587NK,LGA,FLL,630,632.0,2.0,33.0,705.0,177.0,187.0,144.0,1076,929.0,10.0,927,939.0,12.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-14,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,5,6,WN,797,N438WN,RSW,MDW,1200,1158.0,-2.0,13.0,1211.0,180.0,197.0,146.0,1105,1337.0,38.0,1400,1415.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0,2015-12-05,0,0,15.0,0,100.0,0.0,0.0,0.0,0.0
2015,11,22,7,WN,421,N954WN,ICT,DAL,705,707.0,2.0,18.0,725.0,75.0,72.0,50.0,333,815.0,4.0,820,819.0,-1.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-22,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,9,3,WN,2243,N354SW,ATL,MSP,830,823.0,-7.0,27.0,850.0,165.0,174.0,142.0,907,1012.0,5.0,1015,1017.0,2.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-09,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,21,1,AA,1395,N4XPAA,MSP,DFW,637,630.0,-7.0,15.0,645.0,168.0,162.0,137.0,852,902.0,10.0,925,912.0,-13.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-21,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,23,3,MQ,3599,N905MQ,DFW,XNA,1014,1023.0,9.0,25.0,1048.0,68.0,71.0,43.0,280,1131.0,3.0,1122,1134.0,12.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-23,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,17,4,MQ,3120,N521MQ,LIT,DFW,1348,1341.0,-7.0,15.0,1356.0,87.0,93.0,57.0,304,1453.0,21.0,1515,1514.0,-1.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-17,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,6,7,DL,1116,N893AT,ATL,MDW,1345,1341.0,-4.0,17.0,1358.0,120.0,99.0,78.0,591,1416.0,4.0,1445,1420.0,-25.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-12-06,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,11,24,2,UA,1144,N457UA,SNA,IAH,646,644.0,-2.0,27.0,711.0,201.0,182.0,150.0,1346,1141.0,5.0,1207,1146.0,-21.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-24,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2015,12,26,6,AA,1269,N009AA,MIA,MSY,1120,1136.0,16.0,32.0,1208.0,129.0,136.0,101.0,675,1249.0,3.0,1229,1252.0,23.0,0,0,,7.0,0.0,16.0,0.0,0.0,2015-12-26,1,1,23.0,1,30.43,0.0,69.57,0.0,0.0
